Superseded Species,,,,Superseded_by taxonomy,,,
observable_item_id,observable_item_name,aphia_id,superseded_by,phylum,class,order,family
3122,Centropyge multifasciatus,402162,Paracentropyge multifasciata,Chordata,Actinopterygii,Perciformes,Pomacanthidae
3137,Cirrhites hemistictus,317194,Paracirrhites hemistictus,Chordata,Actinopterygii,Perciformes,Cirrhitidae
4137,Halichoeres poecilopterus,308628,Parajulis poecilepterus,Chordata,Actinopterygii,Perciformes,Labridae
3009,Parapercis cylindrica,219155,Parapercis australis,Chordata,Actinopterygii,Perciformes,Pinguipedidae
4019,Parapercis hexophthalma,402603,Parapercis hexophtalma,Chordata,Actinopterygii,Perciformes,Pinguipedidae
6769,Paratrachicthys sp.,270270,Paratrachichthys spp.,Chordata,Actinopterygii,Beryciformes,Trachichthyidae
4129,Equetus acuminatus,309030,Pareques acuminatus,Chordata,Actinopterygii,Perciformes,Sciaenidae
4749,Parupeneus ischyrus,311138,Parupeneus ciliatus,Chordata,Actinopterygii,Perciformes,Mullidae
2693,Parupeneus trifasciatus,277826,Parupeneus crassilabris,Chordata,Actinopterygii,Perciformes,Mullidae
1281,Parupeneus macronema,218659,Parupeneus macronemus,Chordata,Actinopterygii,Perciformes,Mullidae
5124,Pempheris adspersus,310126,Pempheris adspersa,Chordata,Actinopterygii,Perciformes,Pempheridae
1125,Pteroscirtes fallax,279037,Petroscirtes fallax,Chordata,Actinopterygii,Perciformes,Blenniidae
2998,Pseudochromis paccagnellae,278192,Pictichromis paccagnellae,Chordata,Actinopterygii,Perciformes,Pseudochromidae
2689,Neoplatycephalus richardsoni,319610,Platycephalus richardsoni,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae
4023,Plectorhynchus picus,401860,Plectorhinchus picus,Chordata,Actinopterygii,Perciformes,Haemulidae
3002,Plectorhinchus orientalis,218550,Plectorhinchus vittatus,Chordata,Actinopterygii,Perciformes,Haemulidae
4010,Pomacentrus auriventrus,402335,Pomacentrus auriventris,Chordata,Actinopterygii,Perciformes,Pomacentridae
1286,Pomocentrus brachialis,212977,Pomacentrus brachialis,Chordata,Actinopterygii,Perciformes,Pomacentridae
4131,Pomachromis fuscidorsalis,310932,Pomacentrus fuscidorsalis,Chordata,Actinopterygii,Perciformes,Pomacentridae
4105,Pomacentrus trichrourus,310389,Pomacentrus trichourus,Chordata,Actinopterygii,Perciformes,Pomacentridae
4095,Prionurus scalprus,315317,Prionurus scalprum,Chordata,Actinopterygii,Perciformes,Acanthuridae
5313,Apogon rhodopterus,273085,Pristicon rhodopterus,Chordata,Actinopterygii,Perciformes,Apogonidae
4764,Chaetodon aculeatus,302609,Prognathodes aculeatus,Chordata,Actinopterygii,Perciformes,Chaetodontidae
4103,Protemblemaria bicirris,402647,Protemblemaria bicirrus,Chordata,Actinopterygii,Perciformes,Chaenopsidae
844,Caranx dentex,302338,Pseudocaranx georgianus,Chordata,Actinopterygii,Perciformes,Carangidae
4098,Pseudocoris aurantiofasciatus,311375,Pseudocoris aurantiofasciata,Chordata,Actinopterygii,Perciformes,Labridae
1123,Pseudojulioides elongatus,276704,Pseudojuloides elongatus,Chordata,Actinopterygii,Perciformes,Labridae
4128,Psolus chitinoides,225808,Psolus chitonoides,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae
4028,Caesio chrysozona,312092,Pterocaesio chrysozona,Chordata,Actinopterygii,Perciformes,Caesionidae
4142,Lactophrys triqueter,158932,Rhinesomus triqueter,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae
1288,Rhinomuraena quasita,217529,Rhinomuraena quaesita,Chordata,Actinopterygii,Anguilliformes,Muraenidae
4144,Holocentrus vexillarius,309183,Sargocentron vexillarium,Chordata,Actinopterygii,Beryciformes,Holocentridae
4015,Scarus prasiognathus,402516,Scarus prasiognathos,Chordata,Actinopterygii,Perciformes,Scaridae
4093,Scolopsis auratus,309806,Scolopsis aurata,Chordata,Actinopterygii,Perciformes,Nemipteridae
3114,Scolopsis bilineatus,401948,Scolopsis bilineata,Chordata,Actinopterygii,Perciformes,Nemipteridae
3000,Scolopsis lineatus,309819,Scolopsis lineata,Chordata,Actinopterygii,Perciformes,Nemipteridae
3115,Scolopsis trilineatus,309834,Scolopsis trilineata,Chordata,Actinopterygii,Perciformes,Nemipteridae
4119,Scolopsis torquata,309831,Scolopsis vosmeri,Chordata,Actinopterygii,Perciformes,Nemipteridae
4022,Scorpaena plumieri mystes,323185,Scorpaena mystes,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
5125,Scorpaena papillosus,401036,Scorpaena papillosa,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
4777,Scorpaenopsis cirrhosa,218104,Scorpaenopsis cirrosa,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
4751,Scorpaenopsis diabolis,401054,Scorpaenopsis diabolus,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
5094,Scorpis lineolatus,315585,Scorpis lineolata,Chordata,Actinopterygii,Perciformes,Kyphosidae
4139,Sebasticus marmoratus,401013,Sebastiscus marmoratus,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
4794,Dules auriga,310626,Serranus auriga,Chordata,Actinopterygii,Perciformes,Serranidae
2699,Sillaginodes punctata,315631,Sillaginodes punctatus,Chordata,Actinopterygii,Perciformes,Sillaginidae
2700,Sillago vitatta,273956,Sillago vittata,Chordata,Actinopterygii,Perciformes,Sillaginidae
4750,Pomacentrus vanderbilti,310395,Stegastes fasciolatus,Chordata,Actinopterygii,Perciformes,Pomacentridae
1016,Leptojulis interrupta,219063,Stethojulis interrupta,Chordata,Actinopterygii,Perciformes,Labridae
4885,Stichopus oshimae,530185,Stichopus naso,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae
4784,Neosynchiropus moyeri,315018,Synchiropus moyeri,Chordata,Actinopterygii,Perciformes,Callionymidae
5729,Archamia melasma,312980,Taeniamia melasma,Chordata,Actinopterygii,Perciformes,Apogonidae
4771,Taenionotus triacanthus,401061,Taenianotus triacanthus,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
1179,Thalassoma janseni,402485,Thalassoma jansenii,Chordata,Actinopterygii,Perciformes,Labridae
6767,Opisthobranch sp.,NULL,NULL,NULL,NULL,NULL,NULL
